Text,Sentiment
"
season ami are rearing to go, Mrs.
M. K. Woodruff gave a birthday
party at her home recently, In
(jonor of her daughter, Goorgia.
Those present Included Winifred
Moore, the Misses Fate, Calloway
Young, James Hughes, Mertie
Colemun, Messrs. Hatton, l>uvls,
liallart, and others.
Mrs. It. Gilmore, 16028 Invtness
avenue entertained the Wednesday
Morning Fridge Club, at her home
Sept. 13. Some visitors present
were —Mesdaines Ulbsou, Kills,
Clark, Cook, and Lilian!.
Misses Wilma and Nona Craw
ford, 81 Kendall have returned
! home to resume their studies, af
i ter spending the Bummer traveling",1
"
The Dramatic Circle are giving
their first dance and social, at the
residence of John Norwood, 1708
Kendall avenue, Sept. 22. The
president is Miss Uuenola Petty;
vice-president, Miss Mildred Gist;
secretary, Mias A. Norwood;
treasurer, Miss Holeu Tiggs.
Mrs. L. Y\ Jones returned Fri
day, Sept. 16, from her visit in
Tennessee",0
"
The Excellaior Club Is planning
a drama, in which talent of all il.
P, Sunday Schools will be used,
The main feature will be the pre
sentation of ""John Henry.""
The nurses of Herman Kiefer
Hospital furnished u health picture
for the entertainment of the Ex
celslor Club. Monday of this week.
The Girls’ H. P. A. C. have
closed their hooks on summer ac
tivities, and are-preparing for win
ter sports. Hasketbull practice
starts Tuesday, Sept, 2G; and
swimming. Friday, 30, They will
Join the Ilocreutlon League. The
girls have already received three
basketball dates out of town —
Ypsllanti, Pontiac, and Canada.",0
"
Mt. Paul A. M. K. Church
The morning and the evening
sermons were both delivered by
the pastor. Itev. Williams, las*
Sunday. They were Interesting nml
inspiring discourses.
The church installing anew
besting system, and asks the hup
port of members uud friends.
At tlie Christian Endeavor meet.
Ing. a very Instructive discussion
whs carried on by Mi«H Walker,
the chairman. The topic was. ""Kn
couragement"" and many interest
ing points were brought out on tin*
topic.",0
"It appearing from the records
and files of this Court ar.d cause
that deponent has filed a hill of
complaint in action for divorce
against the Defendant Jerry Rod
riguez; and,
It helig shown by the affidavit
of the Plaintiff Ermelindo Rod
riguez, that the whereabouts of the
Defendant, Jerry Rodriguez la in
known, that he last saw her on or
about November 6. 1931 ;that after
diligent search and inquiry by the
said Plaintiff he base been unable
to determine the whereabouts of the
said Defendant, that the last
known address of said Defendant
was 214 Ferris Avenue, Highland
Park, Michigan, and that the said",-1
"Amount paid, $53.35 for year
1928,
Amount necessary to redeem,
$111.70 plus the fee* of the sheriff.
Earnest A. Munk, Place of buslnesn
600 Majestic Bldg., Detroit, Mich.
To Edith Mne Cummings, Trus
tee, last grantee In the regular
chain of title of such lands or of
any interest therein as appearing
by the records in the office of the
Register of Deeds of said county.
Alex J. McKenzie, mortagee,
named In all undischarged record
ed mortgages.",-1
"
Mrs. I.ucy Jordan ti4B Tennessee
street has returned home after a
four week’s absence from the city.
She was called to the bedside of
her sick sister-in-law Mrs. Wil
Hams of Nashville Tenn. who
passed away during Mrs. Jordon's
stay there. Mrs. Jordan was later
Joined by her husband S. E. Jor
dan and they attended the Baptist
convention at Memphis, also visit
ing friends in St. Eouis, Mo. and
E. St. Eouis, 111.",0
"
The Royal ace Club, of Kcorse
gave a big dance. Monday. Sept. 11.
ami had a large attendance. The
president, Alex Dalton, thanks the
members of the Del Rio Social
Hub for their co-operation, also
the Girls’ Reserve and the Four
Hundred Club. Watch this paper,
for the next dance, given by the
Royal Ace Club,
Miss Rosebud Flamer has been
on the sick list, but is better at
present, and is able to return to
school.",0
"This partnership lasted
for twelve years. During this period
thre sprung up between the two
men a lasting friendship, due to
mutual appreciation und respect.
Speaking of Charles K. Williams,
Mr. Willis has this to sav. “He is
one of the most efficient men I
have ever had to cooperate with
me. He immediately grasps the
fundamental issue of any situation,
and ascertains the proper step to
take in handling it. The years we
spent together were both profita
ble and pleasant.”",1
"wife. Mallssu Willis,
passed away. She hail been in poor
health for some time, ami for j
forty-two nights prior to her dcutli I
Hubert J. sat hy her bedside, anil 1
tenderly watched over her. In the 1
day lie would go to his oflleo. and j
tight for a living for his eight lit i
| tie ones. It was due to his will!
1 power that lie was able to hear up'",-1
"
So matter how much trouble we
have in life, tin* daily responsibili
ties continue. In order to meet the
daily responsibilities we have to
work. It was through the medium
of work that Robert J. sought to
drown the sorrow of his bereave-
HHMit. Mis first case helped him to
forgot somo of flu> events of tlif
past, because it was interspersed
with wit ami humor. Tho ease ip
iluoHtion was a Mahons Corpus",-1
"The ease attracted considerable
attention, and it was not long be
fore Judge Hunt, who was at that
time assistant prosecutor was called
upon to strengthen the prosecuting
staff of Moore and tloff. The court
decided In favor of Hot Torn
Brown and the proud father gained
the custody of his child. One out
standing fact was again impressed
upon the minds of all who kept in
touch with the case, and that was
that Hubert J was not a quitter. A
tribute that 1 have re. < jved from
Kx-(lovernor tlroeshe.k, concern
ing Holier J . sums up the con",1
"St. Cyprian Episcopal church, profusely decorated
with beautiful autumn flowers, was the scene Friday even
ing:, Sept. 15, of the lovely ceremony which united Miss
Vera Timbers and Mr. William Swan in holy matrimony.
Miss Timbers is the daughter of Mr. and Mrs. Samuel
Timbers, of Northfteld avenue, and Mr. Swan is the elder
son of the late Attorney and Mrs. William Swan of
Roosevelt avenue. . . . .",1
"The bride chose u modish white
satin gown distinguished by long
sleeves, ending in points over the
wrist and falling into a flare skirt.
Her hat was white tulle, caught
gracefully writh tiny orange buds
around the crown and a cluster of
blossoms on the side.
Mitts Margaret Jason, the bride’s
only attendant, was charmingly
gowned in black chiffon velvet
trimmed in white satin with
matching accessories. She carried",1
"September school bells de
parting trains, and all that hold a
certain thrill for members of the
younger set. who are hurrying and
scurrying about these days at u
mad rate.
Miss Mildred Jam* Watson left
Tuesday tor Washington, 1). C.;
Wma Thomas returned to school in
Alabama; Helen Jones went to
Speltnan. In Atlanta; Willi* Ward,
to l’. of M. ; Wendell Smith, tor
W. Virginia Stale.
With the first tinge of autumn In
the air, the younwr folk turned
their thoughts to more serious
things. Tlie HI-Y has opened, amt
the hoys plan to get down to real
business. The members of the
Young People s Forum at Seuonri
Haptlst, have finished their plans",0
"The most interesting bit of news
this week, especially to young ten
nis funs. Is that Harry Solomon.
Jr. and hIH dad are playing in the
p, A. A. tournament's trouble
matches. The attractive Winifred
Welker is epected to view the ten
nis matches.
A gay dancing party for the set
was given Sunday night, by Kdna
Witherspoon, at her home on Kir
by street. E.",1
"The church was crowded as
usual with enthusiastic music
lovers. The choir opened the pro
gram by singing List! the Cheru
bic Host from the Holy City by
Haul. Wm. Andrews sang the
baritone solo. It was beautifully
done. After words of welcome by
.Miss Ahrilla Sullivan, the combin
ed singing clubs, namely, Motor
City C.lee Club, Harmonious Sing
ers and the Crescent 8 sang Zion
Awake! by Costa and Deep River
by Burleigh. The dramatic read
ings given by Miss Ludle Spivey
and Mrs. Catherine Allen were
very much enoyed.",1
"
The wedding of Mil* Luo-ile
Royster and H. J. Graham took
place Aug. 26, at the bride’s home
on Jay street, Rev. J. D. Howell,
officiating.
The bride wore a lovely creation
of white satin and lace, and car
ried a large bouquet of white roses
aud baby's breath, tied with white
ribbon. Her veil was oap style,
trimmed in orange blossoms.
Mrs. Thelma K. Robinson was
the bride's attendant, and wore a
pale green gown with fur-trimmed
cape. Silver Grecian head band
and silver slippers completed her
costume. She carried a bouquet of
pink roses and baby’s breath.
The best man was Kugene John",1
"The Boosters' Social Club held
their meeting Sunday, Sept. 17, ut
1534 Chestnut street. The report
was made from their Labor Day
dance. It was a success.
The officers and members of the
club appreciate the co-operation of
the following organizations,
namely, Jolly Bridge Club, Carna
tion, Modern Bridge, Detroit
Bridgett Social clubs.
The next meeting of the Boos
ters Social Club wil be Sunday,
Oct. 1. J. T. Thomas is president;
William Chromlty, reporter.",1
"A family reunion dinner »»»
given by Mr. and Mrs. 11, liove,
:iOtl Canfield. All members of the
family were present,",1
"Visited the Harlem Have last
Tuesday skid-dawning und the
uile life lovers of Detroit are real
ly going strong for the new club.
Ain beginning to wonder Just how
well this man's town will support
all of the many different clubs,
beer gardent etc. Along the main
item there is Magnus Clark's Cot
ton Club—the Hussell House Grill—
the LI. C. Club The Musicians
und Entertainers Club —Buffalo's
Apex Club and a few other minor
places, and now three new clubs
are preparing to open up.",1
"Some influential producer and
equutly influential manager will
have to get together ami give pat
rons a real floor show. I'sing
such talent as Hob Howe, well lik
ed, highly respected and admired
by all. Joe Hubert and also Hilly
Hitt, certainly these three men
have prestige and influence
enough to stage and produce a cer
tain type of show that will pay
heavy dividends. For instance, for
chorines there is Floye Johnson,
Bobbie Wilson, Hazel Echols.
Dimples Harris, Dorothy Lee, Lor",1
"There is talent in Detroit and
plenty of It. If some director want
ed a stomp down good orchestra to
play dance and radio engagements
there Is such talent as Rrrte Moss, i
A1 Jordan. A1 Ferris and Chick ,",1
"
The Oayetjr Club will meet at tiie
borne of I. lirumhridge, of Walker
street, Thursday evening. Hollis
Slaughter. president. Is expecting
all to be present, and anticipates a
very pleasant meeting.
Miss Odessa Taylor, of Dayton,
Ohio, and Miss Mary 1), Whuley, of
Maysville. Ky„ have returned to
resume their work as teachers in
WashitiKton School here.
Entry Gentry, son of Prof, and",1
"
A surprise shower was given
In honor of Miss Willie Kllett, by
her Bible study class. Tuesday
night, September 12( at the home
of Mr. and Mrs. William Pate. 15515
Inverness,
'An excellent program was ron*
dered by the junior members of the
class assisted by Mrs. Mayme
Orimes of St. Matthews, and Oliv
er Wilson of Thompson avenue
baptist church, other participants
were Hattie and Vera Pate. Ther
esa Neely, Oliver and Margery",1
"Daniels, and Sadie Price.
~ Mrs. Edna Price presented Miss
Kllett with a lovely bouquet of
flowers from the class. Many lovely
gifts were also received by the
teacher, including a basket from
her Second Baptist Bible class
sented by the president Miss Coop _
«r.
The menu for the evening was
delicious two tone Ice cream, with
assorted home baked cookies.",1
"An informational and inspira
tional address will In* delivered by
the pastor. Kev. It. L. Bradby,
subject ""Are the Young People of
Today Indifferent to tin* Spiritual
Reality of the Kingdom of God?""
The 11. Y. P. F. of Second Rap
tlst want church members to lie
convinced -111 that the church is
facing tremendous problems,
which are limiting its effective
ness; 121 to appreciate in a new
way the extent and magnitude of
the resources at the disposal of
tho church; till to understand the",0
"An Important mass meeting. for
the purpose of discussing matters
of interest to colored citizens 1h
scheduled to take place Sunday
afternoon, Oct. 1, at 3:15 o'clock,
at fit. Johns Presbyterian Church,
located at J)ut>ois and Madison.
The meeting will he In charge of
Snow li*. Ortgsby, who will be one
of the speakers. Some of the topics
to be discussed will relate to the
employment of Negroes In the vs*
rIMH City Departments, Including
pdteeraen. firemen, and employees
in the public school system, Hoard
of Health, and ao forth.",-1
"The Pleasant Sunday Afternoon
ProKram was the most outstand
ing event of the day at the Peo
ple's Baptist Church last Sunday.
Several talented artists from dif
ferent churches in the city par
ticipated. Volaude Maddox, noted
soprano, was guest artist. An
overflowing crowd attended.
At the morning hour, Pastor
Kaigler delivered a soul-stirring
sermon from the subject “The
House built of Living Stones,"" or
“The Spiritual House,"" in which
he urged every Christian to put
his stone in place and join the
army of builders who are travel
ing up the King's Highway,
The church is looking forward
to another outstanding day next
Sunday. The financial dubs of the
church will make their reports.
Mt. Vernon Church",-1
"
•How Will the NRA Effect the
Negro In Labor. Business and the
Professions?” is the topic to lie
discussed ut the meeting Sunday.
Sept. 24, at 0:30 p. in, Wllford
Newman will lead. The musical
program will lie directed l»y J. N.
Banks, The public is Invited.",0
"
On Sunday, Sept. 10, Supt. Rob
erts and the teachers discussed
the S. 8. lesson to u large and In
terested group of students.",1
"
The Senior choir will have a
rally, on the fourth Sunday, at :i p.
tu. The captain reporting the
largest amount of money, will be
considered the most popular.
Everybody is welcome at Provi
dence Baptist Church.",1
"Seeks State Heavy
Crown At Hazel Park
John Whiters, Pontiac, will try
to lift the state heavyweight cham
pionship from John Miler's brow
when they tangle on Frank Erne’s
card at Hazel Park Friday night.
Miler was a member of the United
Stntes Olympic team. U. S. Choco
’late will meet Mickey Dodge, Baby
George Dixon, opposes Joe Sohre
her, At Monas goes against Sam
Caruson, and Orville Hrulllard
tangles with Maurice Chevalier in
the other bouts.
Organizes Pro
Football Team
Memphls—Oeorge Johnson, for
mer football star at licMoyne Col
lege here, announced Wednesday",0
"It has been suggested by n large number of fans that it would be
a good thing to have an all-star game every year. These fans are of
the opinion tliut games of the type, staged in various cities, would
have u tendency to revive interest in baseball. I’his lias mot with the
approval of many.
The game in Chicago, between the all-star team from the West
and the all-star team from tlie Hast, served a good purpose. It proved
that Negro baseball can be elevated to u higher scale tliun it occupies.
There were no arguments to mar the entertainment of the afternoon.
The players confined themselves to playing the game instead of bick
ering with the umpires.
The game also demonstrated that there are Negro ball players of
major league calibre. That tills was demonstrated beyond a reason
able doubt to members of the opposite group can best lie ascertained
from the article contributed by Henry L. Farrell, member of the
sports staff of the Chicago News, who sat in the press box and wit",0
"Good health !s far more a mat
i fer of good sound, perfectly func
tioning vital organs than a heavily
muscled, or even swift, arms and
legs, or a hull neck. For one may
have all these and still die pre
maturely of a bad heart, even tu
berculosis, But with sound, heal
thy vital organs one may reach the
century mark with never a disease
nor an ache, nor a pain on the
way, though he never win n mara
thon, nor break a weight-lifting
record. The (Joint of all which is
that, for the average peraon, the",0
"Tennessee lias afforded the
country some great Negro athletes,
among whom are Bruce ""Buddy""
Pet way, Norman 'Turkey’ Stearnes,
Joe Hewitt, Dixie Kid, Jumping
Joe Wiggins and many others.
And now Tennessee steps for
ward witli another athlete in a line
of sport entirely different from
that of tlie above mentioned ath
letes.. Jack Nelson is the name of
tlie athlete and he is a wrestler.
Nelson hails from Beal St., in
good oM Memphis town. And it
was there, on the banks of the
Mighty Mississippi, that he learned
tile fundamentals of the groan and
grunt game.",0
"The primary election will take place October 10,
only about two weeks from now. An unusually large num
ber of candidates, from mayoralty aspirants all the way
down the line, are seeking election. In looking over the
long list, we should select with care the men and women
for whom we cast our ballots.
There are approximately 40,000 registered colored
voters in Detroit. This is a powerful vote, and if wisely
and properly used, it is capable of eliminating many of
our local economic, civic and industrial disadvantages.
For years it has been the policy of many politicians
in the South, to fun race hatred at election time and stir
up the Negro issue, as a certain means of being voted into
office",0
". The mere suggestion that the Negro might gain
political power there, is sufficient to bring out a flood of
white votes for the politician who promises to uphold
“white supermacy”.",-1
"One of the candidates in the approaching primary,
for example, expects to capture our votes, by telling us
she is a friend to noted people who are friends to Negroes.
Another office seeker sympathetically reminds us that one
reason we have so many Negro inmates at Jackson Prison,
and other penal institutions, is not that we are more crim
inally inclined than other racial groups, but rather be
cause we are more persecuted. Still a third candidate",-1
"Tho summer clothes are easily
stained or soiled; therefore care
ful examination should he taken
of each article before packing, Ito
move nil stain, mend where it is
needed, clean and see that shields
und snaps are in place where
necessary. When spring and sum
mer comes again it shouldn't he
necessary to take time off und
mend or sew, or possibly destroy
heause of moths.",0
"
Good clothes are Just as inex
pensive as cheap ones in tho du
ration of time ami vice versa,
('heap garments demand more care
and expensive cleaning to keep in
a wearable condition than good
ones. It is always an advantage to
educate yourself in the nrt of care
and cleaning process of the fab
rics used. Nobody would think of
wearing stockings more than once
without laundrylng, the same
should apply to other articles of
the wardrobe,",0
"
Reriiember, if you have to wear a
rag, let it be clean and memled to
tho best of your ability.
Shirt Waist and .Middies
Shirt waist styled blouses are
here again with the sewed In girdle
belts at the normal waist line.
They are very pleasing and in all
unique styles and designs. As us
ual tho two piece effects are al
ways welcomed both by young and
old.",1
"
The embroidered satin blouse
gives an artistic distinction to any
wearer. You huve tho choice of the
richly Chinese style of embroidery
or the simple feminine fagottlng
designs, either Is very becoming
and chic.
If you have an eye for middy
blouses, then a velveteen hloune of
this style, slightly modified, is
Just what you should wear on the
campus, for street wear, or spec
tator's sport wear with a velveteen",1
"At least, until certain adjust**
ments have been made which will
bo surely made during the next
few months, I can advise all my
correspondents to be extremely
thankful if they are already hold
ing a Job. Not only to he thankful
hut be willing and glad to stick to
the Job and not become enamored
over a rainbow that looks good In
some other direction, especially is
this true in the case of those cor
respondents who after reading a
recent newspaper Item that Chica
go contained more colored busi
ness than any city In the country,
etc., decided immediately they
should come here and have writ
ten to me to help them get locat",-1
"With few exceptions most
of the colored business places are
now thriving on th horde of visi
tors that have been invading the
city and in Just a few more weeks
even this condition will change.
So, if you have a Job in some othor
PHrt of the country, Btick to it, and
forget all thoughts of changing
until after it has clearly been seen
Just how the Negro Is going to
fare in the new scheme of things,
and on this point I promise you the
latest information for the most
reliable sources and plainly inter
pretated.",-1
"the proper clothing she would re
semble one of those ""mother's day”
pictures. We wonder if she ever
sang a baby to sleep, or listened
to lisping voices saying, ""Now I
Lay Me Down To Bleep.”
She pleads guilty and is let off
with n warning.
Pulling her tiny hat more Jaunti
ly over her bleary eyes and wrap
ping her black silk coat mora
snugly around her pole-like figure,
she strolls out of the Court Boom.
It would have been appraplate, had
she called back,
""I’ll see you later, Judgo.”",0
"The promiscuous use of firearms
by policemen which haa resulted
in the death of Negroes in rapid
succession since the beginning of
the year, added another victim
last Friday when Edward Price,
23 years old, was Bhot and killed
by Patrolman Frank Friday, of the
‘Davidson Avenue Station.
In the report made by Officer
Frank, ho stated that police in a
scout car had arrested James
Smith, 16. in the rear of a grocery
store at 2502 Davidson. Friday said
that he was posted in the rear of
the store to be on the lookout for
other burglars.
Friday said that ho noticed
Price emerging from a coal chute
and ordered him to hall and fired
when he failed to stop. Price died
later In the Receiving Hospital.
Inquest Fulls",-1
"
Just last week a Jury composed
of three whites and three Negroes
failed to arrive at a verdict in the
Inquest of Patrolman Starling
Markham, who shot and killod
Richard Johnson during a distur
bance at Hastings and Watson
str.eU, on Sept. 1.
Prior to the shooting of John
son several others had been shot
and killed, Including a 15 year old
boy, who wsa seriously wounded.
The officers have been exonerated
after each shooting.",-1
"rated
after each shooting.
Before the election of Frank
Murphy, police killing of Negroes
was rampant In Detroit. Under the
Murphy administration the killings
droppod to a very low murk. In
fact, the mark was lower than at
uny time in the past two decades.
Immediately after the slaying of
Johnson a delegation visited Act
ing Mayor Frank Couzens’ office
and dt-mumied a stop put to the
killing. Mayor Couzens, according
ot those In the delegation, declared
that he had no knowledge of the
shootings. Hu further said tliut he
would try to stop them. However,,
they have continued.",-1
"Several organizations, including
the National Association for the
of Colored People
and the International Labor De
fense, have lodged complaints
against Ihe promiscuous shooting
of Negroes by police.
With the mayoralty election In
the offing, every candidate seek
ing the position of chief executive
is quizzed about his attitude to
ward police brutality.
With deaths piling up from the
guns of policemen at an alarming
rate, Negro voters are preparing
to use their franchise as a club
over the mayoralty candidates’
heads. They declare that this is
the only solution to the evil.",-1
"
“Grabe that bottle and drink your
gin:
You are now in Harlem .where the
fun begins,
riuhs and grills, dens and dives,
Those the places which keep Har
lem alive.
Handsome waiters serving hnozo,
High brown babies singing the blues
This is for the young, also the
old,",0
"
The meeting was hold under the
auspices of the Hooker T. Wash
ington Trade Association. Carleton
Gaines, vice president of the or
ganization, presided at the discus
_ion, in tin* absence of the Kev,
William H. Heck, president.
Four men and four women spoke
from the employees standpoint. .
Mrs. Ferdinand Penn was schedul
ed to speak, but was in a consultu
tion when Iter name was called _
and missed the opportunity to ex
press her views on the subject, i
David Pemberton, manager of !",0
"
Aside from the election of of
ficers the local branch of the Na
tional Alliance was called upon to
crystallite the protests expressed
by a number of letter carrier*
against alleged discrimination of
members of the group who sought
membership in the letter carrier's
band.",-1
"in Hanover County last week
for refusing to serve on a grand
Jury because the Circuit Court had
appointed two Negroes to serve on
the Jury. When Gilman told the
court that he had no money to pay
the fine. Judge Coleman sentenced
him to servo two days In Jail. At
this Juncture friends of Gilman
came forward and paid the tine
for him.",-1
"Depressions, he pointed out, af
fected everybody, necessitating re
lief and work for all classes, and
making favoritism a double evil in
times of distress.
As the most certain means of
combating depression, bringing; Im
mediate and permanent relief/ Mr.
Hreitmeyer enlarged on his pro
posed public works plan of nec
essary Improvements for Detroit,
with the financial cooperation of
the state and federal governments, i
He criticized sharply the ""bick
ering and politics"" now engaging
the attention of city officials who
are unnecessarily delaying the
splendid opportunity for giving
Detroit essential employment and
needed improvements through the 1
cooperation of tho federal govern-1
j merit.",-1
" In Chancery.
Ermellndo Rodriguez, Plaintiff,
Jerry Rodriguez. Defendant.
At a aesßion of aald Court held
In the County Building, City of
Detroit, County of Wayne, State of
Michigan on thia the 26th day of
July, A. D. 1933. Preaent the Hon.
Jamea E. Chenot, Circuit Judge,
ORDER OF PUBLICATION
It appearing from the recorda
and fllea of thia Court ar.d cause
that deponent haa filed a bill of
complaint in action for divorce
against the Defendant Jerry Rod
riguez; and.",-1
"Bale has been
lawfully made of the following
deacribed land for unpaid taxes
thereon, and that the undersigned
has title thereto under tax deed
dr deeds Issued therefor, and that
you are entitled to a re-convey
ance thereof at any time within
six months after return of service
of this notice upon payment to the
undersigned or to the register In
chancery of the county In which
the lands lie, of all sums paid upon
such purchase, together with one
hundred per centum additional
thereto, and the fees of the sheriff
for the service or cost of publica
tion of this notice, to be computed
as upon personal service of a",-1
"T IS ORDERED that Dells
Wilkes appear and answer the Bill
of Complaint filed In this cause
within three months from the date
of this Oder, or said Bill will be
taken as confessed against her.
IT IS FURTHER ORDERED
that a copy of this order be pub
lished according to law in the De
troit Tribune, a newspaper pub
lished and circulated in the County
of Wayne, and also that a copy of
this Order be sent by registered
mail to said Defendant at #35
Brewster St., Detroit, Michigan.
the said last known address i\t
least twenty days before the tingi
prescribed for her appearance.
HOMER FERGUSON",-1
"
Above is the likeness of Allan
F. Giddey, one of Detroit’s highly
esteemed and successful business
men, who is in the race for elec
tion to the city council.
The Tribune believes Mr. Gld
ley in every way qualified to hold
his important public position,
»oth because of his business ex
periences, his character qualifie
itlons, and his broad, cosmopol
itan philosophy of life, which
make him sympathetic and tol
erant toward men and women of
ill colors and creeds.
In an Interview granted the
Tribune, Mr. Glddey makes the
following statement.",1
"
One remarkable thing about
Hourly all great characters Is that
they generally have a hoiikp of hu
mor, that Ih spontaneous ami sub
aml in the darkest period of tho
Ho. Lincoln was that type of man,
Civil War,'after the buttle of Hull
Hun, he was found lying upon lilh
couch with u smile upon hlh face.
When tlw- officers came in to ex
plain why they we e routed, lie
dryly remarked, “You won the
buttle and then ran away.”
Hubert Willis has often turned
the tide of many legal battles,
which were going against him by
Interspersing Ills plea with spice",0
"
Among these was Judge Willis, a
relative of King Charles, who set
tled in Virginia. Tho Willises could
trace their ancestors hack to the
king nml all tin* Willises of the
Culled States are dcHcendentN of
royalty. About twenty years ugo a
committee was appointed to write
the biography of all the Willise s,
ami compile llicm Into one greut
volume.",0
"
It will be the attraction at the
United Artist Theatre with Paul
Kobe sou pluylng the title role,
and Dudley Dirks the white trader,
Hmlthers. Kobeson brought to an
abrupt close a very successful en(
KURenient of another O'nlell play,
""All Clod's Chilian Got Wings,"" in
to go to New York to play
the role that he has played on the
stage in several revivals. And Dud •
ley Diggs traveled east from Hol
lywood Just to play Hmlthers.
Dubose Heyward, an authority
on Negro life, and author of
""Uorgy” and ""Mamba's Daughter""",0
"
The story of Brutus Jones shows
how a Pullman porter raises hint
self to riches and power and is
then defeated by the very super
stitions he used to control other*.
The picture follows Jones' career
from the time he leaves his Car
olina home to his erased wander
ings in a West Indian Jungle
Music, but not the operatic score
of Louis Oruenberg, plays an Ini
portant part. Besides vurinus
chorus numbers, Kobeson sings
""Watef Boy,"" 'Now Let Me Fly”
and ""!m Travelln,""
""Emperor Jones” Is the Initial
him production of John Krimsky
and Gifford Cochran, two young
moil under thirty. Starting with a
10 p. m. Uremlru on Friday night,
Sept. 21).",0
"
When the committee received
thin Information they answered by
return mall, ""Dear Kinsman, you
have royal blood in your veins;
you HprliiK from the original Willis
family and are entitled to wear a
coat of arms.”
In due time the coat of arms ar
rived, and Robert J. says, ""I felt
the royal blood permeating my en
tire system. The huts I formerly
wore became out of style, due to
a slight Increase of cephalic con
figuration, and my coat of arms
was kept polished dally, By some
queer process of dynamic menta
tlon, It was not long before I could",0
"The Missionary inspirit ual |
meetings, which are in progress
at this church each evening of this
and next week under the auspices
of the Missionary Society, are heart
fly supported by the missionary
circles of other local churches.
Mrs. Robinson and the ladies of the
circle know how to put over a
splendid program.
The large attendance at the I
church each Hinidu), the inspiring
services, and the liberal manner In
which the worshippers contribute
of their means for the support of
th.e church and the spread of the
Gospel. are wonderful.",1
"September 24th was Woman's
Day in Zion (’hurches everywhere.
St. Paul, at east Palmer anil lteau
hien, was a bee hive of busy
Women. Mrs. Surah Taylor's con
tribution to to the \. M, service,
was. truly tinl<|lie mid spiritual.
f The pastor brought a splendid
message, continuing the series
“Why (Jo To Church.” He has been
treating this, question for. one
month, unit nil members and friends
have been helped. Twelve women
acting as officers. nerved through
out the clay, serving by fours. Mes
d times A. Clifton* M. kllngmnii, F.
Hammonds, A, Shearer, deported
themselves with credit In the
morning. The choir of all women
lifted the people by songs in wor",0
"Church, Hamtramck. who spoke
on the. snhject “Your. tied,. My
find.** She Is a gifted speaker and
all who heard were well pleased
and helped hy the mes*age s Mcs
dumes A. Hailes. L. White, P.
Johnson, L. Stewart acted as off
icers and reported more than a
half hundred dollars. The choir
sang with unusal effect. Mrs. Hat
tie Flack, dlrectreas, and Miss
I’ermlla Flack, pianist.
..At. the evening, service. Rev.
I>amnnt gave the message, and
Mesdames M. R. Ed wards, L.
Thompson. L. Artist, J. Criti,
acted ns officer*
The occasion Riven the women a
chance to dlrplay their talent. Mr.
and Mr*. Griffin, and Slide C'lore
Were added to the church member
•hip.",0
"In the afternoon, seven students
from the Morehouse Theological
Seminary conducted a splendid
program for the Pastor’s Aid Club,
at night, a number of East
Baptist members were visitors at
the church, and Rev. C. J. Ooodson
delivered the message, his subject
being ""Jesus’ Attitude Toward
the Outcast.""
Sunday, Sept. 24. was also mark
ed by splendid services. The pas
tor preached from Chronicles 15'7.
The evening message was
brought by Brother Thurmon, a
young man who is beginning In the
ministry. His subject was —""The
Tenth Man.""
Rev. Wilkins, pastor of St. Paul
M. E. Church, and his congrega
tion worshipped at Mt. Beulah, af
ter the latter church had worship
ped with him in the afternoon.
Last Friday night. Rev. and Mrs.
John Kverington (white), of Grand",0
"The morning worship last Sun
day was well attended. Rev. Her
bert King, the acting minlstor,
preached on the subject -""Peace
In the Present Storm.""
""For the individual whose body
and soul are divorced from each
other,"" the speaker said, ""Peace is
impossible. Even in the midst of
the capricious aspect and charac
ter of the universe, man may still
laugh in the face of the powers
that would seem to be his adver
saries, if he is anchored to the as
surance that he lives In a world of
moral law—a world in which sow
ing and reaping stand In direct re
lation to each other.""
The Plymouth Young People’s
Forum met immediately after",0
"The Church School, under Miss
Nellie Watts reported an Increase
In number. New teachers who have
consented to work for the coming
term which begins next Sunday,
include Mrs. George Bradfleld;
Messrs Amos D. Ridoout and H. S.
Dunbar. The final night for the
popularity Contest Is October 6.
‘God’s Language To This Gen
oration"" Is Mr. King’s subject for
the October series of sermons.
Presbyterian Church
The Church was well filled at
both services Sunday, it was '‘Pres
byterian Home Coming Sunday.""
A deeply spiritual, and thoughtful
sermon was preached by the pas -
tor. Rev. J. L. Coleman, text “We
must work the work of Him that
sent me while It Is day, for the
night cometh when no man can
see;” subject ""Getting Mack to
Work Two persons wer. received
Into the church. The Junior Choir
sang.",0
"feature ,wc have only a meager
report of its acti\itie« among
local young peopl. Last week,
Leonard Troutman was a candidate
in the high school election, for
president of the 11 A class. Very
few colored students of that class
voted, therefore, he was defeated.
The 11H. election will take place
next week. Will the colored stu
dent vote and stick together? It
is Just as important to vote in
school elections, as it will be to
cast our ballots when older.
A debating club was recently
organized at Hamtramck High.
The following officers were elect -
ed: Edward Zaek, president Ros
alie Redlin, vice president: Hen
rietta Norawack, treasurer; Leon
ard Troutman and Leroy White,
business managers. The club was
organized under the direction of",0
